filename,width,height,class,xmin,ymin,xmax,ymax
ship02016082201016019,256,256,ship,137,203,180,233
ship02016082201016020,256,256,ship,9,202,53,234
ship02016082201016032,256,256,ship,104,187,146,244
ship02016082201017019,256,256,ship,137,74,180,105
ship02016082201017020,256,256,ship,9,75,51,104
ship02016082201017031,256,256,ship,233,59,256,97
ship02016082201017032,256,256,ship,105,54,148,114
ship02016082201018010,256,256,ship,177,134,233,177
ship02016082201018011,256,256,ship,49,134,106,178
ship02016082201018023,256,256,ship,105,108,159,164
ship02016082201018024,256,256,ship,1,108,32,145
ship02016082201018025,256,256,ship,192,190,242,236
ship02016082201018026,256,256,ship,65,190,114,234
ship02016082201019010,256,256,ship,175,5,232,50
ship02016082201019011,256,256,ship,48,5,105,50
ship02016082201019023,256,256,ship,105,1,141,37
ship02016082201019025,256,256,ship,193,63,242,106
ship02016082201019026,256,256,ship,63,62,115,108
ship02016082201020014,256,256,ship,120,188,162,223
ship02016082201020015,256,256,ship,1,188,36,224
ship02016082201020020,256,256,ship,181,199,222,238
ship02016082201020021,256,256,ship,55,199,97,238
ship02016082201020031,256,256,ship,97,213,139,247
ship0201608220102024,256,256,ship,209,111,248,141
ship0201608220102025,256,256,ship,82,111,119,140
ship02016082201021014,256,256,ship,120,60,162,95
ship02016082201021015,256,256,ship,1,60,34,97
ship02016082201021020,256,256,ship,182,72,223,109
ship02016082201021021,256,256,ship,53,71,94,111
ship02016082201021030,256,256,ship,225,88,256,120
ship02016082201021031,256,256,ship,98,85,138,119
ship02016082201022045,256,256,ship,217,128,245,163
ship02016082201022046,256,256,ship,90,127,120,164
ship02016082201023010,256,256,ship,44,164,73,190
ship02016082201023023,256,256,ship,173,162,225,216
ship02016082201023024,256,256,ship,48,162,97,216
ship02016082201023045,256,256,ship,218,1,246,37
ship02016082201023046,256,256,ship,90,1,117,36
ship0201608220102309,256,256,ship,171,166,200,190
ship02016082201024010,256,256,ship,43,36,72,61
ship02016082201024023,256,256,ship,174,34,225,86
ship02016082201024024,256,256,ship,47,34,96,87
ship02016082201024049,256,256,ship,214,197,242,256
ship02016082201024050,256,256,ship,87,198,114,256
ship0201608220102409,256,256,ship,171,37,201,63
ship02016082201025049,256,256,ship,213,70,243,138
ship02016082201025050,256,256,ship,86,69,114,138
ship02016082201026017,256,256,ship,223,144,256,186
ship02016082201026018,256,256,ship,95,144,137,184
ship02016082201027014,256,256,ship,220,116,256,157
ship02016082201027015,256,256,ship,93,108,145,170
ship02016082201027017,256,256,ship,223,18,256,56
ship02016082201027018,256,256,ship,95,15,135,55
ship02016082201027047,256,256,ship,197,189,237,230
ship02016082201027048,256,256,ship,68,190,110,230
ship02016082201028014,256,256,ship,222,1,256,37
ship02016082201028015,256,256,ship,94,1,130,41
ship02016082201028044,256,256,ship,192,217,218,255
ship02016082201028045,256,256,ship,63,217,92,254
ship02016082201028047,256,256,ship,196,62,239,104
ship02016082201029021,256,256,ship,190,209,232,255
ship02016082201029022,256,256,ship,62,209,103,255
ship02016082201029025,256,256,ship,125,113,176,156
ship02016082201029026,256,256,ship,1,113,48,156
ship02016082201029044,256,256,ship,192,89,218,131
ship02016082201029045,256,256,ship,64,90,89,130
ship02016082201030021,256,256,ship,190,83,232,123
ship02016082201030022,256,256,ship,63,83,103,123
ship02016082201030025,256,256,ship,124,1,167,27
ship02016082201030026,256,256,ship,1,1,38,30
ship02016082201030042,256,256,ship,144,121,204,155
ship02016082201030043,256,256,ship,16,120,76,154
ship02016082201030046,256,256,ship,159,111,209,149
ship02016082201030047,256,256,ship,31,113,81,148
ship02016082201030049,256,256,ship,118,157,172,215
ship02016082201030050,256,256,ship,1,156,42,209
ship0201608220103017,256,256,ship,131,219,171,250
ship0201608220103018,256,256,ship,3,219,44,250
ship02016082201031023,256,256,ship,119,165,172,214
ship02016082201031024,256,256,ship,1,165,44,218
ship02016082201031042,256,256,ship,143,1,202,25
ship02016082201031043,256,256,ship,15,1,74,26
ship02016082201031046,256,256,ship,157,1,210,18
ship02016082201031047,256,256,ship,30,1,83,20
ship02016082201031049,256,256,ship,118,29,171,83
ship02016082201031050,256,256,ship,1,29,43,84
ship02016082201032011,256,256,ship,110,165,152,211
ship02016082201032012,256,256,ship,1,166,24,203
ship02016082201032023,256,256,ship,120,38,171,89
ship02016082201032024,256,256,ship,1,38,43,89
ship02016082201032047,256,256,ship,210,147,253,181
ship02016082201032048,256,256,ship,80,147,126,181
ship02016082201033011,256,256,ship,111,38,151,82
ship02016082201033012,256,256,ship,1,39,23,80
ship02016082201033021,256,256,ship,149,117,193,167
ship02016082201033022,256,256,ship,21,117,64,167
ship02016082201033040,256,256,ship,215,167,256,198
ship02016082201033041,256,256,ship,89,166,136,196
ship02016082201033047,256,256,ship,211,19,253,52
ship02016082201033048,256,256,ship,83,20,125,52
ship02016082201034021,256,256,ship,150,1,188,29
ship02016082201034022,256,256,ship,22,1,60,29
ship02016082201034040,256,256,ship,215,39,256,68
ship02016082201034041,256,256,ship,89,38,136,70
ship02016082201034046,256,256,ship,160,183,215,214
ship02016082201034047,256,256,ship,32,183,87,214
ship02016082201035020,256,256,ship,218,234,242,256
ship02016082201035021,256,256,ship,90,234,114,256
ship02016082201035046,256,256,ship,160,57,215,85
ship02016082201035047,256,256,ship,33,56,86,85
ship02016082201036017,256,256,ship,217,234,256,256
ship02016082201036018,256,256,ship,93,234,133,256
ship02016082201036020,256,256,ship,208,106,242,157
ship02016082201036021,256,256,ship,78,106,115,156
ship02016082201036038,256,256,ship,151,143,186,176
ship02016082201036039,256,256,ship,23,143,58,176
ship02016082201037017,256,256,ship,215,108,256,138
ship02016082201037018,256,256,ship,86,106,133,139
ship02016082201037020,256,256,ship,207,1,233,27
ship02016082201037021,256,256,ship,79,1,104,31
ship02016082201037038,256,256,ship,150,16,187,49
ship02016082201037039,256,256,ship,22,15,58,48
ship02016082201037040,256,256,ship,214,185,245,217
ship02016082201037041,256,256,ship,87,185,117,218
ship02016082201038040,256,256,ship,215,58,245,90
ship02016082201038041,256,256,ship,85,57,117,90
ship02016082201039014,256,256,ship,175,118,216,157
ship02016082201039015,256,256,ship,47,117,89,157
ship02016082201039019,256,256,ship,127,233,170,256
ship02016082201039020,256,256,ship,1,230,42,256
ship02016082201039036,256,256,ship,147,179,196,216
ship02016082201039037,256,256,ship,17,177,68,217
ship02016082201040016,256,256,ship,185,143,223,170
ship02016082201040017,256,256,ship,58,143,96,170
ship02016082201040019,256,256,ship,126,102,171,136
ship02016082201040020,256,256,ship,1,104,43,134
ship02016082201040033,256,256,ship,228,214,256,242
ship02016082201040034,256,256,ship,101,208,144,243
ship02016082201040035,256,256,ship,1,208,16,232
ship02016082201040036,256,256,ship,146,50,195,87
ship02016082201040037,256,256,ship,17,50,67,88
ship02016082201040044,256,256,ship,191,122,220,196
ship02016082201040045,256,256,ship,63,122,92,195
ship0201608220104017,256,256,ship,130,90,171,123
ship0201608220104018,256,256,ship,4,90,44,122
ship02016082201041016,256,256,ship,185,15,221,42
ship02016082201041017,256,256,ship,56,15,95,43
ship02016082201041033,256,256,ship,230,87,256,115
ship02016082201041034,256,256,ship,101,80,144,116
ship02016082201041035,256,256,ship,1,80,18,104
ship02016082201041037,256,256,ship,231,228,256,256
ship02016082201041038,256,256,ship,103,220,147,256
ship02016082201041044,256,256,ship,192,1,220,66
ship02016082201041045,256,256,ship,63,1,91,66
ship02016082201042035,256,256,ship,143,194,191,213
ship02016082201042036,256,256,ship,15,193,61,214
ship02016082201042037,256,256,ship,230,102,256,130
ship02016082201042038,256,256,ship,104,94,146,134
ship02016082201043035,256,256,ship,143,66,190,85
ship02016082201043036,256,256,ship,16,66,62,85
ship02016082201043044,256,256,ship,121,177,165,216
ship02016082201043045,256,256,ship,1,178,38,218
ship02016082201044044,256,256,ship,122,50,165,89
ship02016082201044045,256,256,ship,1,50,37,90
ship02016082201045033,256,256,ship,217,143,249,171
ship02016082201045034,256,256,ship,91,143,121,171
ship02016082201046032,256,256,ship,176,193,204,253
ship02016082201046033,256,256,ship,220,16,248,42
ship02016082201046033,256,256,ship,48,192,76,252
ship02016082201046034,256,256,ship,91,16,120,43
ship02016082201046039,256,256,ship,169,215,225,253
ship02016082201046040,256,256,ship,40,216,96,253
ship02016082201047026,256,256,ship,153,125,190,170
ship02016082201047027,256,256,ship,25,125,63,169
ship02016082201047032,256,256,ship,177,64,203,127
ship02016082201047033,256,256,ship,47,64,75,125
ship02016082201047039,256,256,ship,168,88,224,127
ship02016082201047040,256,256,ship,41,87,97,128
ship02016082201048026,256,256,ship,154,1,189,42
ship02016082201048027,256,256,ship,27,1,61,42
ship02016082201049028,256,256,ship,125,136,159,176
ship02016082201049029,256,256,ship,1,137,32,176
ship02016082201050028,256,256,ship,124,9,159,44
ship02016082201050029,256,256,ship,1,8,32,45
ship02016082201050037,256,256,ship,211,136,253,176
ship02016082201050038,256,256,ship,84,136,126,176
ship02016082201051034,256,256,ship,162,234,187,256
ship02016082201051035,256,256,ship,33,234,59,256
ship02016082201051037,256,256,ship,213,8,252,48
ship02016082201051038,256,256,ship,83,8,125,47
ship02016082201052034,256,256,ship,149,105,190,149
ship02016082201052035,256,256,ship,21,105,60,150
ship02016082201053034,256,256,ship,151,1,178,20
ship02016082201053035,256,256,ship,22,1,51,19
ship0201608220201017,256,256,ship,132,176,152,196
ship0201608220201017,256,256,ship,149,160,168,184
ship0201608220201018,256,256,ship,22,158,40,185
ship0201608220201018,256,256,ship,3,176,26,195
ship0201608220201020,256,256,ship,114,38,162,47
ship02016082202011015,256,256,ship,182,110,211,138
ship02016082202011016,256,256,ship,55,111,82,138
ship02016082202012013,256,256,ship,140,183,172,201
ship02016082202012014,256,256,ship,12,187,43,197
ship02016082202012015,256,256,ship,189,1,219,29
ship02016082202013013,256,256,ship,140,56,172,71
ship02016082202013014,256,256,ship,14,58,44,69
ship0201608220201601,256,256,ship,57,175,99,197
ship0201608220201601,256,256,ship,136,179,171,205
ship0201608220201602,256,256,ship,6,180,41,207
ship0201608220201602,256,256,ship,164,234,187,248
ship0201608220201603,256,256,ship,35,235,60,249
ship0201608220201603,256,256,ship,202,188,219,221
ship0201608220201603,256,256,ship,180,226,201,256
ship0201608220201603,256,256,ship,222,225,239,256
ship0201608220201604,256,256,ship,71,187,91,223
ship0201608220201604,256,256,ship,93,224,113,256
ship0201608220201604,256,256,ship,115,228,137,256
ship0201608220201701,256,256,ship,59,49,100,67
ship0201608220201701,256,256,ship,137,51,173,79
ship0201608220201702,256,256,ship,164,108,190,121
ship0201608220201702,256,256,ship,7,51,45,80
ship0201608220201703,256,256,ship,18,127,54,147
ship0201608220201703,256,256,ship,36,108,59,120
ship0201608220201703,256,256,ship,178,104,196,135
ship0201608220201703,256,256,ship,221,99,239,130
ship0201608220201704,256,256,ship,119,191,150,214
ship0201608220201704,256,256,ship,156,218,193,245
ship0201608220201704,256,256,ship,117,99,136,131
ship0201608220201704,256,256,ship,93,102,111,128
ship0201608220201704,256,256,ship,51,108,68,137
ship0201608220201705,256,256,ship,28,218,68,245
ship0201608220201705,256,256,ship,1,195,23,214
ship0201608220201802,256,256,ship,148,1,183,18
ship0201608220201803,256,256,ship,18,1,56,20
ship0201608220201804,256,256,ship,154,186,184,221
ship0201608220201804,256,256,ship,158,91,196,116
ship0201608220201804,256,256,ship,117,64,154,85
ship0201608220201805,256,256,ship,27,90,67,117
ship0201608220201805,256,256,ship,1,69,24,87
ship0201608220201805,256,256,ship,25,186,56,220
ship0201608220201805,256,256,ship,184,235,200,256
ship0201608220201904,256,256,ship,153,56,182,91
ship0201608220201904,256,256,ship,162,190,180,205
ship0201608220201905,256,256,ship,24,57,56,93
ship0201608220201905,256,256,ship,183,107,201,130
ship0201608220201906,256,256,ship,54,107,74,135
ship0201608220202003,256,256,ship,211,119,223,131
ship0201608220202003,256,256,ship,181,144,192,153
ship0201608220202004,256,256,ship,163,62,178,80
ship0201608220202004,256,256,ship,85,120,95,131
ship0201608220202005,256,256,ship,184,150,226,186
ship0201608220202005,256,256,ship,144,206,166,224
ship0201608220202005,256,256,ship,35,64,51,78
ship0201608220202005,256,256,ship,176,230,211,243
ship0201608220202005,256,256,ship,122,63,143,91
ship0201608220202006,256,256,ship,56,150,98,187
ship0201608220202006,256,256,ship,17,207,38,224
ship0201608220202006,256,256,ship,49,231,83,243
ship0201608220202007,256,256,ship,1,218,12,256
ship0201608220202017,256,256,ship,130,46,153,70
ship0201608220202017,256,256,ship,150,32,167,59
ship0201608220202018,256,256,ship,3,48,26,70
ship0201608220202018,256,256,ship,21,31,45,57
ship0201608220202103,256,256,ship,156,15,193,43
ship0201608220202104,256,256,ship,144,123,159,140
ship0201608220202104,256,256,ship,27,15,65,42
ship0201608220202105,256,256,ship,145,80,167,95
ship0201608220202105,256,256,ship,185,21,226,58
ship0201608220202105,256,256,ship,176,102,210,117
ship0201608220202106,256,256,ship,56,21,97,59
ship0201608220202107,256,256,ship,204,83,231,105
ship0201608220202108,256,256,ship,122,154,146,183
ship0201608220202108,256,256,ship,94,116,120,153
ship0201608220202108,256,256,ship,152,203,173,221
ship0201608220202109,256,256,ship,23,202,46,219
ship0201608220202205,256,256,ship,155,57,175,74
ship0201608220202206,256,256,ship,48,72,61,82
ship0201608220202206,256,256,ship,27,59,45,74
ship0201608220202208,256,256,ship,151,74,173,90
ship0201608220202208,256,256,ship,119,27,144,53
ship0201608220202209,256,256,ship,1,32,16,54
ship0201608220202209,256,256,ship,3,34,18,56
ship0201608220202209,256,256,ship,24,73,46,90
ship0201608220202304,256,256,ship,122,44,149,54
ship0201608220202308,256,256,ship,141,139,168,152
ship0201608220202309,256,256,ship,14,139,40,151
ship02016082202024010,256,256,ship,132,200,184,237
ship02016082202024011,256,256,ship,7,200,52,236
ship02016082202024011,256,256,ship,1,222,48,256
ship0201608220202404,256,256,ship,225,167,245,181
ship0201608220202405,256,256,ship,57,143,82,157
ship02016082202025010,256,256,ship,116,195,143,237
ship02016082202025011,256,256,ship,148,195,182,226
ship02016082202025012,256,256,ship,19,195,54,226
ship0201608220202504,256,256,ship,223,40,245,51
ship0201608220202505,256,256,ship,103,71,121,84
ship0201608220202509,256,256,ship,216,218,247,247
ship02016082202026010,256,256,ship,176,128,195,148
ship02016082202026011,256,256,ship,48,128,66,148
ship02016082202026012,256,256,ship,115,215,132,241
ship02016082202027010,256,256,ship,160,154,177,169
ship02016082202027011,256,256,ship,136,178,154,200
ship02016082202027012,256,256,ship,9,178,26,199
ship0201608220207011,256,256,ship,109,142,132,174
ship0201608220207015,256,256,ship,173,82,181,111
ship0201608220207016,256,256,ship,44,81,52,111
ship0201608220208011,256,256,ship,109,11,132,45
ship0201608220209015,256,256,ship,202,110,208,160
ship0201608220209016,256,256,ship,73,112,79,159
ship02016090301012017,256,256,ship,165,239,203,255
ship02016090301012018,256,256,ship,35,238,75,256
ship02016090301013017,256,256,ship,166,112,203,125
ship02016090301013018,256,256,ship,37,112,75,125
ship02016090301013025,256,256,ship,197,177,256,200
ship02016090301013026,256,256,ship,70,177,133,199
ship02016090301014025,256,256,ship,197,47,256,71
ship02016090301014026,256,256,ship,68,49,134,69
ship02016090301015023,256,256,ship,119,239,164,256
ship02016090301015024,256,256,ship,1,239,34,256
ship02016090301015029,256,256,ship,115,160,173,175
ship02016090301015030,256,256,ship,1,158,47,175
ship02016090301016023,256,256,ship,118,112,161,132
ship02016090301016024,256,256,ship,1,111,33,128
ship02016090301016029,256,256,ship,115,32,175,44
ship02016090301016030,256,256,ship,1,32,43,46
ship0201609030101607,256,256,ship,211,175,256,194
ship0201609030101608,256,256,ship,84,175,143,199
ship0201609030101707,256,256,ship,213,48,256,64
ship0201609030101708,256,256,ship,86,48,141,68
ship02016090301018016,256,256,ship,159,208,202,224
ship02016090301018017,256,256,ship,31,209,75,225
ship02016090301018026,256,256,ship,172,237,226,256
ship02016090301018027,256,256,ship,45,236,99,256
ship02016090301019016,256,256,ship,159,81,201,98
ship02016090301019017,256,256,ship,31,80,74,98
ship02016090301019022,256,256,ship,151,182,207,204
ship02016090301019023,256,256,ship,23,181,79,203
ship02016090301019026,256,256,ship,172,109,227,132
ship02016090301019027,256,256,ship,44,109,100,132
ship02016090301020010,256,256,ship,58,118,108,159
ship02016090301020022,256,256,ship,150,54,207,77
ship02016090301020023,256,256,ship,23,54,79,76
ship0201609030102009,256,256,ship,186,118,236,161
ship0201609030102036,256,256,ship,208,208,256,227
ship0201609030102037,256,256,ship,82,209,140,225
ship02016090301021010,256,256,ship,62,1,107,30
ship02016090301021020,256,256,ship,234,215,256,235
ship02016090301021021,256,256,ship,106,216,150,234
ship02016090301021022,256,256,ship,1,224,21,235
ship02016090301021024,256,256,ship,197,187,240,207
ship02016090301021025,256,256,ship,68,188,112,207
ship0201609030102105,256,256,ship,228,172,253,203
ship0201609030102106,256,256,ship,101,175,126,204
ship0201609030102109,256,256,ship,189,1,237,30
ship02016090301022020,256,256,ship,235,87,256,105
ship02016090301022021,256,256,ship,107,88,150,107
ship02016090301022022,256,256,ship,1,94,20,106
ship02016090301022024,256,256,ship,197,60,239,79
ship02016090301022025,256,256,ship,69,61,111,79
ship0201609030102205,256,256,ship,228,46,250,72
ship0201609030102206,256,256,ship,101,46,123,72
ship0201609030102301,256,256,ship,79,200,129,230
ship02016090301023011,256,256,ship,145,140,188,176
ship02016090301023012,256,256,ship,16,140,60,177
ship02016090301023018,256,256,ship,154,175,191,198
ship02016090301023019,256,256,ship,23,175,65,199
ship0201609030102401,256,256,ship,79,72,131,102
ship02016090301024011,256,256,ship,144,13,187,47
ship02016090301024012,256,256,ship,17,14,59,46
ship02016090301024015,256,256,ship,144,234,175,256
ship02016090301024016,256,256,ship,16,233,45,256
ship02016090301024018,256,256,ship,154,47,193,69
ship02016090301024019,256,256,ship,26,47,65,69
ship02016090301025015,256,256,ship,145,107,181,138
ship02016090301025016,256,256,ship,17,106,54,138
ship02016090301026041,256,256,ship,101,219,146,241
ship02016090301026042,256,256,ship,1,220,16,232
ship02016090301027010,256,256,ship,27,234,64,256
ship02016090301027040,256,256,ship,231,97,256,114
ship02016090301027041,256,256,ship,101,92,146,112
ship0201609030102709,256,256,ship,155,235,189,256
ship02016090301028010,256,256,ship,28,108,63,133
ship0201609030102809,256,256,ship,155,108,193,136
ship02016090301029039,256,256,ship,126,226,170,242
ship02016090301029040,256,256,ship,1,227,43,243
ship02016090301030012,256,256,ship,135,224,170,256
ship02016090301030013,256,256,ship,7,223,41,256
ship02016090301030021,256,256,ship,116,208,146,245
ship02016090301030022,256,256,ship,1,219,18,243
ship02016090301030039,256,256,ship,128,100,169,113
ship02016090301030040,256,256,ship,1,98,43,114
ship0201609030103022,256,256,ship,90,232,122,246
ship0201609030103027,256,256,ship,187,148,216,172
ship0201609030103028,256,256,ship,58,149,87,171
ship0201609030103036,256,256,ship,209,81,256,98
ship0201609030103037,256,256,ship,82,82,136,96
ship02016090301031012,256,256,ship,135,97,167,134
ship02016090301031013,256,256,ship,7,96,39,132
ship02016090301031021,256,256,ship,118,80,145,116
ship02016090301031022,256,256,ship,1,88,16,115
ship0201609030103203,256,256,ship,123,154,152,172
ship0201609030103204,256,256,ship,1,154,22,171
ship0201609030103303,256,256,ship,124,27,150,44
ship0201609030103304,256,256,ship,1,29,21,42
ship02016090301034035,256,256,ship,215,223,256,237
ship02016090301034036,256,256,ship,89,221,145,236
ship02016090301035035,256,256,ship,218,94,256,109
ship02016090301035036,256,256,ship,90,96,145,106
ship02016090301036036,256,256,ship,190,233,223,247
ship02016090301036037,256,256,ship,62,234,94,248
ship02016090301037036,256,256,ship,190,106,222,119
ship02016090301037037,256,256,ship,62,106,93,118
ship02016090301037041,256,256,ship,170,123,213,140
ship02016090301037042,256,256,ship,42,122,83,138
ship02016090301038041,256,256,ship,170,1,210,10
ship02016090301038042,256,256,ship,41,1,82,10
ship0201609030104021,256,256,ship,218,104,250,119
ship0201609030104022,256,256,ship,89,104,122,116
ship0201609030104027,256,256,ship,186,18,216,46
ship0201609030104028,256,256,ship,58,18,90,45
ship02016090301041031,256,256,ship,210,181,230,196
ship02016090301041032,256,256,ship,81,183,103,197
ship02016090301042031,256,256,ship,208,55,232,68
ship02016090301042032,256,256,ship,82,58,101,68
ship02016090301043025,256,256,ship,120,144,141,162
ship02016090301043026,256,256,ship,1,151,12,159
ship02016090301043027,256,256,ship,152,209,186,238
ship02016090301043028,256,256,ship,26,210,59,238
ship02016090301043030,256,256,ship,160,139,182,173
ship02016090301043031,256,256,ship,33,140,54,172
ship02016090301043033,256,256,ship,220,156,256,194
ship02016090301043034,256,256,ship,91,158,130,193
ship02016090301044025,256,256,ship,122,16,141,32
ship02016090301044026,256,256,ship,1,23,12,31
ship02016090301044027,256,256,ship,154,80,185,108
ship02016090301044028,256,256,ship,26,80,58,109
ship02016090301044030,256,256,ship,162,11,181,45
ship02016090301044031,256,256,ship,33,12,54,45
ship02016090301044033,256,256,ship,219,29,256,65
ship02016090301044034,256,256,ship,92,27,129,64
ship02016090301045022,256,256,ship,146,230,166,256
ship02016090301045023,256,256,ship,17,231,39,256
ship02016090301045032,256,256,ship,224,201,242,222
ship02016090301045033,256,256,ship,96,202,114,222
ship02016090301046014,256,256,ship,219,193,256,237
ship02016090301046015,256,256,ship,90,196,132,236
ship02016090301046022,256,256,ship,147,105,171,136
ship02016090301046023,256,256,ship,20,105,43,135
ship02016090301046025,256,256,ship,168,185,192,212
ship02016090301046026,256,256,ship,40,185,62,212
ship02016090301046028,256,256,ship,232,123,256,159
ship02016090301046029,256,256,ship,104,124,146,162
ship02016090301046032,256,256,ship,223,74,241,93
ship02016090301046033,256,256,ship,95,73,114,94
ship02016090301046035,256,256,ship,197,153,220,185
ship02016090301046036,256,256,ship,70,154,92,185
ship02016090301047014,256,256,ship,220,65,256,104
ship02016090301047015,256,256,ship,91,68,132,105
ship02016090301047025,256,256,ship,168,56,191,84
ship02016090301047026,256,256,ship,41,56,64,83
ship02016090301047028,256,256,ship,232,1,256,27
ship02016090301047029,256,256,ship,105,1,145,33
ship02016090301047035,256,256,ship,197,24,219,56
ship02016090301047036,256,256,ship,70,24,91,55
ship0201609030105010,256,256,ship,245,125,256,140
ship0201609030105011,256,256,ship,117,123,169,140
ship0201609030105012,256,256,ship,1,125,40,136
ship0201609030105033,256,256,ship,179,223,238,243
ship0201609030105034,256,256,ship,51,223,108,244
ship0201609030106011,256,256,ship,117,1,170,11
ship0201609030106012,256,256,ship,1,1,42,7
ship0201609030106033,256,256,ship,179,94,238,116
ship0201609030106034,256,256,ship,49,95,110,116
ship0201609030107021,256,256,ship,178,222,211,238
ship0201609030107022,256,256,ship,49,223,83,239
ship0201609030107027,256,256,ship,180,191,220,213
ship0201609030107028,256,256,ship,52,190,92,213
ship0201609030108021,256,256,ship,178,95,211,111
ship0201609030108022,256,256,ship,50,95,83,108
ship0201609030108027,256,256,ship,180,63,219,84
ship0201609030108028,256,256,ship,52,64,90,83
ship02016090302010011,256,256,ship,158,133,169,169
ship02016090302010012,256,256,ship,29,132,41,170
ship0201609030201006,256,256,ship,216,66,238,92
ship0201609030201007,256,256,ship,87,65,106,91
ship0201609030201016,256,256,ship,195,202,206,238
ship0201609030201017,256,256,ship,66,200,79,239
ship02016090302011011,256,256,ship,158,5,168,45
ship02016090302011012,256,256,ship,31,5,39,43
ship02016090302012011,256,256,ship,202,159,213,192
ship02016090302012011,256,256,ship,198,204,207,233
ship02016090302012012,256,256,ship,75,159,85,193
ship02016090302012012,256,256,ship,68,204,79,233
ship02016090302013011,256,256,ship,161,175,202,219
ship02016090302013011,256,256,ship,188,155,215,186
ship02016090302013011,256,256,ship,215,216,230,231
ship02016090302013011,256,256,ship,196,76,208,104
ship02016090302013011,256,256,ship,202,30,214,65
ship02016090302013012,256,256,ship,35,175,75,219
ship02016090302013012,256,256,ship,60,154,87,186
ship02016090302013012,256,256,ship,74,30,86,65
ship02016090302013012,256,256,ship,69,76,79,105
ship02016090302014011,256,256,ship,163,48,205,93
ship02016090302014011,256,256,ship,192,28,222,62
ship02016090302014012,256,256,ship,87,88,102,106
ship0201609030201506,256,256,ship,167,133,208,181
ship0201609030201507,256,256,ship,39,132,78,180
ship0201609030201509,256,256,ship,218,39,230,53
ship0201609030201606,256,256,ship,166,7,207,53
ship0201609030201607,256,256,ship,40,7,76,52
ship0201609030201705,256,256,ship,185,173,200,203
ship0201609030201706,256,256,ship,56,174,72,203
ship0201609030201805,256,256,ship,186,48,198,76
ship0201609030201806,256,256,ship,57,46,71,74
ship0201609030202001,256,256,ship,11,155,52,181
ship0201609030202016,256,256,ship,194,74,205,110
ship0201609030202017,256,256,ship,67,74,77,111
ship0201609030202101,256,256,ship,10,25,49,55
ship0201609030202101,256,256,ship,164,174,184,203
ship0201609030202101,256,256,ship,36,207,52,226
ship0201609030202102,256,256,ship,37,173,57,203
ship0201609030202104,256,256,ship,161,107,184,133
ship0201609030202105,256,256,ship,33,105,56,134
ship0201609030202201,256,256,ship,38,79,51,98
ship0201609030202201,256,256,ship,164,44,184,75
ship0201609030202201,256,256,ship,114,148,130,167
ship0201609030202202,256,256,ship,36,44,56,75
ship0201609030202204,256,256,ship,212,85,225,103
ship0201609030202205,256,256,ship,83,85,99,105
ship0201609030202301,256,256,ship,201,148,217,167
ship0201609030202301,256,256,ship,161,158,198,177
ship0201609030202302,256,256,ship,34,160,71,176
ship0201609030202302,256,256,ship,74,149,89,168
ship0201609030202302,256,256,ship,99,179,119,208
ship0201609030202401,256,256,ship,201,19,218,40
ship0201609030202401,256,256,ship,162,30,199,46
ship0201609030202401,256,256,ship,164,76,177,102
ship0201609030202402,256,256,ship,34,31,71,49
ship0201609030202402,256,256,ship,74,20,90,38
ship0201609030202402,256,256,ship,10,116,30,128
ship0201609030202402,256,256,ship,34,77,49,101
ship0201609030202504,256,256,ship,124,1,146,11
ship0201609030202505,256,256,ship,1,1,14,11
ship0201609030202601,256,256,ship,82,214,104,222
ship0201609030203016,256,256,ship,161,133,173,157
ship0201609030203017,256,256,ship,35,135,46,158
ship0201609030204012,256,256,ship,108,110,144,125
ship0201609030204012,256,256,ship,115,88,143,104
ship0201609030204015,256,256,ship,185,148,214,187
ship0201609030204016,256,256,ship,57,150,86,187
ship0201609030204016,256,256,ship,162,7,175,28
ship0201609030204017,256,256,ship,33,5,46,30
ship0201609030205015,256,256,ship,185,21,214,58
ship0201609030205016,256,256,ship,56,20,86,58
ship0201609030208011,256,256,ship,123,225,136,249
ship0201609030209011,256,256,ship,124,96,135,121
ship02016090801005,256,256,ship,184,9,193,58
ship02016090801006,256,256,ship,55,9,66,62
ship02016090801028,256,256,ship,125,109,167,176
ship02016090801029,256,256,ship,1,110,20,173
ship020160908013012,256,256,ship,230,232,239,256
ship020160908013013,256,256,ship,103,233,112,256
ship020160908014012,256,256,ship,230,105,240,161
ship020160908014013,256,256,ship,103,105,112,162
ship02016090801404,256,256,ship,246,119,256,178
ship02016090801405,256,256,ship,117,117,127,178
ship020160908015012,256,256,ship,232,1,241,30
ship020160908015013,256,256,ship,104,1,112,30
ship020160908015028,256,256,ship,216,163,227,217
ship020160908015029,256,256,ship,87,162,100,218
ship02016090801504,256,256,ship,245,1,254,44
ship02016090801505,256,256,ship,116,1,127,45
ship020160908016028,256,256,ship,215,39,227,89
ship020160908016029,256,256,ship,87,42,99,88
ship020160908020010,256,256,ship,97,227,106,256
ship02016090802009,256,256,ship,225,225,235,256
ship02016090802028,256,256,ship,123,1,147,44
ship02016090802029,256,256,ship,1,1,19,45
ship020160908021010,256,256,ship,88,100,107,185
ship02016090802109,256,256,ship,216,99,233,185
ship020160908022010,256,256,ship,89,1,102,58
ship020160908022022,256,256,ship,233,193,246,252
ship020160908022023,256,256,ship,105,197,118,251
